Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Sexual orientation,Cisgender and transgender,Gender,Lgbtq+,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
6570a27df1cd4911a5325bda,39,APPROVED,2023-12-06T16:34:10.472000Z,2023-12-06T17:11:42.296000Z,2023-12-21T10:44:12.907000Z,2023-12-06T17:11:42.736160Z,2252,NOCODE,217,bisexual,No,Man (including Trans Male/Trans Man),Yes,30,Male,White,Italy,Italy,Italy,Italian,Yes,Full-Time
6570a591dafc3991d4f23ade,40,APPROVED,2023-12-06T16:47:13.415000Z,2023-12-06T17:24:19.390000Z,2023-12-21T11:06:02.676000Z,2023-12-06T17:24:20.154300Z,2226,NOCODE,641,homosexual,No,Woman (including Trans Female/Trans Woman),Yes,21,Female,White,Greece,Greece,Greece,Greek,Yes,Unemployed (and job seeking)
6570a776a74d88ccd6504e53,41,APPROVED,2023-12-06T16:55:24.877000Z,2023-12-06T17:12:20.787000Z,2023-12-21T10:50:50.425000Z,2023-12-06T17:12:21.308192Z,1016,NOCODE,294,bisexual,No,Man (including Trans Male/Trans Man),Yes,30,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
6578771a372562477d2ecf00,42,APPROVED,2023-12-12T15:07:11.986000Z,2023-12-12T15:18:55.789000Z,2023-12-21T10:57:23.647000Z,2023-12-12T15:18:56.599599Z,704,NOCODE,1516,other,No,Woman (including Trans Female/Trans Woman),Yes,35,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
65787d47eade8ce576d25f40,43,APPROVED,2023-12-12T15:34:16.017000Z,2023-12-12T15:59:57.222000Z,2023-12-21T11:08:45.909000Z,2023-12-12T15:59:57.916719Z,1542,NOCODE,987,bisexual,No,Woman (including Trans Female/Trans Woman),Yes,26,Female,White,Poland,Poland,Poland,Polish,No,Full-Time
65788545873b6a6fd430648b,44,APPROVED,2023-12-12T16:07:37.075000Z,2023-12-12T16:33:09.162000Z,2023-12-19T16:58:25.731000Z,2023-12-12T16:33:09.874584Z,1533,NOCODE,1167,other,Yes,Woman (including Trans Female/Trans Woman),Yes,39,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65788c42642b4f1648dae8db,45,APPROVED_PH1,2023-12-12T16:37:30.490000Z,2023-12-12T16:54:11.127000Z,2023-12-19T17:02:06.797000Z,2023-12-12T16:54:12.227977Z,1001,NOCODE,152,bisexual,No,Woman (including Trans Female/Trans Woman),Yes,25,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65797e3f2ca9177704a51e33,46,APPROVED,2023-12-13T09:50:24.406000Z,2023-12-13T10:13:29.053000Z,2023-12-21T11:04:24.040000Z,2023-12-13T10:13:29.569394Z,1385,NOCODE,6956,bisexual,No,Man (including Trans Male/Trans Man),Yes,27,Male,White,United States,United States,United States,English,Yes,Full-Time
65798164b737aab04494d793,47,APPROVED,2023-12-13T10:03:58.620000Z,2023-12-13T10:25:21.109000Z,2023-12-21T11:14:06.384000Z,2023-12-13T10:25:21.879705Z,1283,NOCODE,39,bisexual,No,Woman (including Trans Female/Trans Woman),Yes,23,Female,Asian,Ireland,Ireland,Ireland,English,No,Full-Time
657983af20ffb538d3101405,48,APPROVED,2023-12-13T10:14:38.491000Z,2023-12-13T10:59:50.859000Z,2023-12-21T11:46:06.574000Z,2023-12-13T10:59:51.616884Z,2713,NOCODE,42,homosexual,Rather not say,Woman (including Trans Female/Trans Woman),Yes,39,Female,Mixed,Australia,Australia,Australia,English,No,Full-Time
65798608e59c92d37428ed9e,49,APPROVED,2023-12-13T10:23:15.858000Z,2023-12-13T10:42:33.518000Z,2023-12-21T11:25:05.578000Z,2023-12-13T10:42:33.974074Z,1158,NOCODE,933,homosexual,No,Woman (including Trans Female/Trans Woman),Yes,49,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
6579890b83c66de41bc21e8c,50,APPROVED,2023-12-13T10:36:04.248000Z,2023-12-13T10:55:54.444000Z,2023-12-21T11:28:31.881000Z,2023-12-13T10:55:55.707817Z,1191,NOCODE,983,homosexual,No,Man (including Trans Male/Trans Man),Yes,37,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65798f2720ea6e306bcd6d43,51,APPROVED,2023-12-13T11:02:14.854000Z,2023-12-13T11:37:52.948000Z,2023-12-21T11:21:15.467000Z,2023-12-13T11:37:53.401881Z,2139,NOCODE,1390,bisexual,No,Woman (including Trans Female/Trans Woman),Yes,24,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
657992be3252056c0778eda8,52,APPROVED,2023-12-13T11:17:56.014000Z,2023-12-13T11:43:28.701000Z,2023-12-21T11:22:24.109000Z,2023-12-13T11:43:29.787094Z,1533,NOCODE,924,bisexual,Yes,Non-binary (would like to give more detail),Yes,42,Female,White,Germany,Germany,Germany,German,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
657071efdafc3991d4f22d51,53,RETURNED,2023-12-06T13:07:46.568000Z,,,,,,80,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6570830f8b25e8ab178d64b7,54,APPROVED,2023-12-06T14:19:59.073000Z,2023-12-06T15:25:23.611000Z,2023-12-21T11:46:51.302000Z,2023-12-06T15:25:24.816000Z,3925,NOCODE,132,bisexual,No,Man (including Trans Male/Trans Man),Yes,19,Male,White,Poland,Poland,Poland,Polish,Yes,Part-Time
6570a178a035acb176d662c8,55,RETURNED,2023-12-06T16:29:44.866000Z,,,,,,73,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6578751900087a8a0e3ad392,56,RETURNED,2023-12-12T14:58:40.553000Z,,,,,,1347,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
657877060e1986730bf5fa8a,57,RETURNED,2023-12-12T15:16:46.123000Z,,,,,,1009,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
