Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
65525673724db624cb0ea978,60f41127e7575026e5e4de9a,APPROVED,2023-11-13T17:01:39.270000Z,2023-11-13T17:25:43.360000Z,2023-11-20T15:57:14.196000Z,2023-11-13T17:25:43.940526Z,1445,CHXXFLVG,286,20,Female,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking)
65525683af6d0f8332a44eaa,5f84a8fac99e281425c14cc0,APPROVED,2023-11-13T17:01:55.749000Z,2023-11-13T17:16:29.920000Z,2023-11-20T15:41:12.454000Z,2023-11-13T17:16:30.433494Z,875,CHXXFLVG,339,21,Male,White,Poland,Poland,Poland,Polish,Yes,Part-Time
6552578ca722ca909aceec0b,647212f3b02c47702d6b4a73,APPROVED,2023-11-13T17:06:36.945000Z,2023-11-13T17:30:02.877000Z,2023-11-20T16:00:21.653000Z,2023-11-13T17:30:03.502063Z,1406,CHXXFLVG,47,21,Male,White,South Africa,New Zealand,South Africa,Afrikaans,No,Unemployed (and job seeking)
6552584bb9ffb05b2bf5fcb2,5d1cb71122a8840001feb3d9,APPROVED,2023-11-13T17:09:31.740000Z,2023-11-13T17:55:44.880000Z,2023-11-20T15:31:10.445000Z,2023-11-13T17:55:45.453628Z,2774,CHXXFLVG,179,26,Female,White,Poland,Poland,Poland,Polish,No,Part-Time
6552613d3087e6242d38faab,60411c26d1d9a003c6ea4809,APPROVED,2023-11-13T17:47:44.428000Z,2023-11-13T18:09:03.851000Z,2023-11-20T15:16:38.867000Z,2023-11-13T18:09:04.390876Z,1280,CHXXFLVG,256,26,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Part-Time
655266228cb4ed68ae4c11fb,5f9e4fcd32203d402fdfeb9c,APPROVED,2023-11-13T18:08:54.102000Z,2023-11-13T18:25:16.966000Z,2023-11-20T16:02:00.467000Z,2023-11-13T18:25:17.476099Z,983,CHXXFLVG,582,24,Male,Mixed,United States,Chile,United States,Spanish,Yes,Part-Time
655288dcc4094e61988afec8,608aa18a3c2dfd212a1a77a9,APPROVED,2023-11-13T20:36:47.393000Z,2023-11-13T20:54:22.708000Z,2023-11-20T15:55:19.560000Z,2023-11-13T20:54:23.174665Z,1056,CHXXFLVG,477,24,Female,Mixed,Netherlands,Portugal,Portugal,Portuguese,Yes,Full-Time
6552e8bfd8b86032ae63f326,5f3eb402c130cd1279a72530,APPROVED,2023-11-14T03:26:06.202000Z,2023-11-14T03:55:30.979000Z,2023-11-20T16:04:04.940000Z,2023-11-14T03:55:31.392187Z,1765,CHXXFLVG,178,33,Female,Other,Iraq,Portugal,Iraq,Portuguese,No,Unemployed (and job seeking)
65538fb9389a2d35dc42d531,5bcdb05e1bfcbf0001d77240,APPROVED,2023-11-14T15:18:33.690000Z,2023-11-14T15:46:58.107000Z,2023-11-20T15:24:21.366000Z,2023-11-14T15:47:03.581698Z,1705,CHXXFLVG,129,23,Male,White,Poland,Poland,Poland,Polish,Yes,Other
655523351d53024007fac360,5f8af153e27f001bcc23ffc4,APPROVED,2023-11-15T19:59:51.684000Z,2023-11-15T20:19:13.760000Z,2023-11-20T15:38:41.723000Z,2023-11-15T20:19:14.504711Z,1163,CHXXFLVG,204,21,Female,White,Poland,Poland,Poland,Polish,Yes,Full-Time
652fca5c16bad01a007cd27e,5ecd7b06a1a9170e7806f51e,APPROVED,2023-10-18T12:06:52.314000Z,2023-10-18T12:30:05.092000Z,2023-11-01T16:27:11.971000Z,2023-10-18T12:30:05.641127Z,1393,CHXXFLVG,432,26,Male,White,Poland,Poland,Poland,Polish,No,Unemployed (and job seeking)
652fedd4fd621151c02b5bea,5c753433814ff4001657b28d,APPROVED,2023-10-18T14:38:35.439000Z,2023-10-18T15:06:56.704000Z,2023-11-01T16:27:15.640000Z,2023-10-18T15:06:57.237671Z,1702,CHXXFLVG,204,43,Male,White,Slovenia,Slovenia,Slovenia,Slovenian,No,Full-Time
