Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Sexual orientation,Cisgender and transgender,Gender,Lgbtq+,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
655b8f2047be687a6ad85c3b,5fa45dc96da3af0b7dcba9a8,APPROVED,2023-11-20T16:53:52.071000Z,2023-11-20T17:10:21.922000Z,2023-11-28T17:09:33.983000Z,2023-11-20T17:10:22.464152Z,990.0,NOCODE,423,heterosexual,No,Man (including Trans Male/Trans Man),No,44,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
655b8f6c3fccd0170a5a4d16,60de7deffb38fe0ad1684964,APPROVED,2023-11-20T16:55:08.321000Z,2023-11-20T17:19:48.149000Z,2023-11-28T17:09:40.083000Z,2023-11-20T17:19:48.657277Z,1480.0,NOCODE,262,heterosexual,No,Man (including Trans Male/Trans Man),No,33,Male,Mixed,Mexico,Mexico,Mexico,Spanish,No,Full-Time
655b94fe61ea8e842a11f5cc,60ca1c436511b9fc8ab35615,APPROVED,2023-11-20T17:28:33.088000Z,2023-11-20T18:00:57.563000Z,2023-11-28T17:09:45.612000Z,2023-11-20T18:00:58.385123Z,1945.0,NOCODE,981,heterosexual,No,Man (including Trans Male/Trans Man),No,26,Male,White,Greece,Greece,Greece,Greek,Yes,Full-Time
655b956a318b1a1b93484433,5bdf91dbb32fa800012ea282,APPROVED,2023-11-20T17:20:55.708000Z,2023-11-20T18:36:07.347000Z,2023-11-28T17:09:43.350000Z,2023-11-20T18:36:07.837224Z,4512.0,NOCODE,1320,heterosexual,No,Man (including Trans Male/Trans Man),No,48,Male,Mixed,Mexico,Mexico,Mexico,Spanish,No,Full-Time
655b9b478f83d9698c3512ba,5f6214a59413141f7cb2508c,APPROVED,2023-11-20T17:45:43.991000Z,2023-11-20T18:34:51.176000Z,2023-11-28T17:09:48.481000Z,2023-11-20T18:34:51.584759Z,2948.0,NOCODE,596,heterosexual,No,Man (including Trans Male/Trans Man),No,21,Male,White,Poland,Poland,Poland,Polish,No,Full-Time
655b9b4afc73fe17fe3d7738,58c62eac444ade00010231a9,APPROVED,2023-11-20T17:45:55.603000Z,2023-11-20T18:16:12.289000Z,2023-11-28T16:14:47.395000Z,2023-11-20T18:16:12.738315Z,1817.0,NOCODE,1773,heterosexual,No,Man (including Trans Male/Trans Man),No,55,Male,White,Italy,Italy,Italy,Italian,No,Full-Time
655b9b4b0252072877c73962,6557def45fc0ffbd46ad01de,APPROVED,2023-11-20T17:45:47.732000Z,2023-11-20T18:11:13.692000Z,2023-11-28T17:09:51.848000Z,2023-11-20T18:11:14.269973Z,1526.0,NOCODE,1,heterosexual,No,Man (including Trans Male/Trans Man),No,18,Male,White,Poland,Poland,Poland,Polish,Yes,Full-Time
655b9ef36ac8a6dbc87ee21a,60513ec07ee46769ed029be4,APPROVED,2023-11-20T18:01:36.698000Z,2023-11-20T18:16:55.617000Z,2023-11-28T17:09:58.675000Z,2023-11-20T18:16:56.125190Z,919.0,NOCODE,1765,heterosexual,No,Man (including Trans Male/Trans Man),No,35,Male,White,United States,Germany,Germany,German,No,Full-Time
655ba1531f9d4f0743666031,5e60f63ee6385a000bcbffc9,APPROVED,2023-11-20T18:12:06.937000Z,2023-11-20T18:50:18.454000Z,2023-11-28T17:10:04.543000Z,2023-11-20T18:50:19.151186Z,2292.0,NOCODE,1284,heterosexual,No,Man (including Trans Male/Trans Man),No,37,Male,White,Italy,Italy,Italy,Italian,No,Full-Time
655ba2a24e87082dfb88cf01,5de42a01a7cb2401ccc682c3,APPROVED,2023-11-20T18:17:06.599000Z,2023-11-20T18:56:01.446000Z,2023-11-28T17:10:06.694000Z,2023-11-20T18:56:02.006935Z,2335.0,NOCODE,868,heterosexual,No,Man (including Trans Male/Trans Man),No,33,Male,White,Poland,Poland,Poland,Polish,No,Full-Time
655ba5a8d65ce3e353713a8d,60087e9189ddb34b79b08be5,APPROVED,2023-11-20T18:30:00.638000Z,2023-11-20T18:52:02.654000Z,2023-11-28T17:10:16.253000Z,2023-11-20T18:52:03.129143Z,1323.0,NOCODE,768,heterosexual,No,Man (including Trans Male/Trans Man),No,28,Male,White,Poland,Poland,Poland,Polish,Yes,Full-Time
655ba6da34f4ae4c98a1eb0e,5c48be0496d59b000183e68d,APPROVED,2023-11-20T18:41:49.463000Z,2023-11-20T19:24:47.098000Z,2023-11-28T17:10:19.512000Z,2023-11-20T19:24:47.623354Z,2578.0,NOCODE,651,heterosexual,No,Man (including Trans Male/Trans Man),No,46,Male,White,Hungary,Hungary,Hungary,Hungarian,No,Full-Time
655ba7200927b99d3f740b5b,5c8bafb53b6f3d00013d7c30,APPROVED,2023-11-20T18:36:20.664000Z,2023-11-20T19:13:35.996000Z,2023-11-28T17:10:17.770000Z,2023-11-20T19:13:36.513418Z,2236.0,NOCODE,1433,heterosexual,No,Man (including Trans Male/Trans Man),No,33,Male,White,Hungary,Hungary,Hungary,Hungarian,No,Full-Time
655ba9442473b1dff81b1575,64e76ad4ce316de314ca559b,APPROVED,2023-11-20T18:45:27.713000Z,2023-11-20T19:27:54.558000Z,2023-11-28T17:10:20.698000Z,2023-11-20T19:27:55.077148Z,2547.0,NOCODE,87,heterosexual,No,Man (including Trans Male/Trans Man),No,49,Male,White,Hungary,Hungary,Hungary,Hungarian,No,Full-Time
655babd0e41775efed60b46d,5f600669b846780f0fe45709,APPROVED,2023-11-20T18:56:45.962000Z,2023-11-20T19:31:37.615000Z,2023-11-28T17:10:21.926000Z,2023-11-20T19:31:38.096724Z,2092.0,NOCODE,1035,heterosexual,No,Man (including Trans Male/Trans Man),No,34,Male,White,Greece,Greece,Greece,Greek,No,Part-Time
655bad1223cc486f98f8615f,650de189b6f20e6ef24e8578,APPROVED,2023-11-20T19:01:38.714000Z,2023-11-20T19:45:03.074000Z,2023-11-28T17:10:23.059000Z,2023-11-20T19:45:03.610450Z,2605.0,NOCODE,90,heterosexual,No,Man (including Trans Male/Trans Man),No,47,Male,White,Poland,Poland,Poland,Polish,No,Full-Time
